Id,Artikel,voertuigen,slachtoffers
3331,"Een motorrijder is vanavond ernstig gewond geraakt bij een eenzijdig ongeval in Holten. Om deze reden landde de traumahelikopter iets voor negen uur op de Rijssenseweg.
De motorrijder reed op de Rijssenseweg (N350), waar hij de macht over het stuur verloor en over de kop vloog. Met de traumahelikopter is de bestuurder naar het ziekenhuis gebracht.

Als gevolg van het ongeval was de weg tussen Holten en Rijssen enige tijd afgesloten. De verkeersongevallenanalyse deed er onderzoek.",['motorfiets'],0
3332,"Een straalbezopen jongeman is vanavond met zijn scooter onderuit gegaan in Almelo. Dat gebeurde toen hij met zijn voertuig het tunneltje aan de Windmolenbroeksweg in wilde rijden.
De politie nam ter plaatse een blaastest af, waarop het meetapparaat een F vertoonde. Dat is de hoogst mogelijke uitslag bij een alcoholtest. Ook is er een speekseltest bij de jongeman afgenomen.

Ambulancepersoon heeft de man ter plekke verzorgd aan een hoofdwond. Hij is vervolgens met de ambulance naar het ziekenhuis gebracht. De scooter is door familie opgehaald",['snorfiets/scooter/brommer'],0
3333,"WARMENHUIZEN - Een op hol geslagen paard heeft gisterenmiddag in Warmenhuizen een fietser verwond.

Dat gebeurde op de kruising van de Diepsmeerweg met de Rekeroogweg. Toen de fietser het kruispunt naderde, zag hij vanuit tegengestelde richting een door een paard voortgetrokken wagen naderen. 

Lees ook: Paard op hol op Markt Schagen: zes gewonden

Eenmaal op het kruispunt schrok het paard van een naderende motor, en begon 'ineens te rennen', schrijft de politie Schagen op Facebook. Het dier draafde op de fietser af en beukte het slachtoffer omver. 

Lees ook: Paarden gewond na ongeluk met auto en trailer op N244 

Zware verwondingen heeft de fietser niet aan de val overgehouden, al is hij wel ter controle naar het ziekenhuis gebracht.","['fiets', 'personenauto', 'motorfiets']",0
3316,"ETTEN-LEUR - Een man is zondagmiddag zwaargewond geraakt bij een ongeval op de Zevenbergseweg in Etten-Leur. Hij botste met zijn auto tegen een boom.

Na de botsing kwam de auto in een sloot terecht.

De hulpdiensten zijn aanwezig om medische hulp te verlenen. Om de trauma-arts naar de plek van het ongeluk te brengen kwam een traumahelikopter ter plekke. De man is met een ambulance naar het ziekenhuis in Rotterdam gebracht.

Motorblok
Het motorblok van de auto lag enkele meters verder op het fietspad. De oorzaak van het ongeluk is nog onduidelijk.","['personenauto', 'motorfiets']",0
3319,"Een fietser en een scooterrijdster zijn vanmiddag in Hardenberg tegen elkaar gebotst. Beiden zijn met onbekende verwondingen naar het ziekenhuis gebracht.
Het ongeluk gebeurde op de Ommerweg, ter hoogte van camping De Klimberg. De fietser wilde op de weg keren, maar de scooterrijdster zag dat te laat en reed de man van achteren aan. Ze kwam hierdoor allebei ten val.","['fiets', 'snorfiets/scooter/brommer']",0
3322,"Een fietsster is vanmiddag in Hengelo gewond geraakt toen zij botste met een auto. De vrouw is met knie- en armletsel naar het ziekenhuis gebracht.
De aanrijding was op de Bornsestraat bij IJssalon Van der Poel. De auto kwam uit de Dennenbosweg en zag de vrouw op het fietspad over het hoofd.","['fiets', 'personenauto']",0
3323,"Bij een aanrijding tussen een brommer en een auto, is vanmiddag in Lichtmis een bromfietser gewond geraakt. De gewonde is met de ambulance naar het ziekenhuis gebracht.
Het ongeluk gebeurde op de Lichtmisweg, voor het restaurant De Koperen Hoogte. De brommer reed daar over het fietspad toen de auto vanaf de parkeerplaats van het restaurant kwam. Het is niet bekend wat de oorzaak van de aanrijding is.

De brommer is door de val flink beschadigd geraakt.","['snorfiets/scooter/brommer', 'personenauto']",0
3326,"ARNHEM - Bij een ongeluk op de Pleijroute bij Arnhem zijn 's avonds op eerste paasdag drie gewonden gevallen.
Een auto reed bij de afslag Huissen tegen de vangrail aan de rechterkant. Daarna botste de wagen tegen de vangrail aan de linkerkant en schoot toen weer terug naar de rechterkant.

De gewonden zijn met twee ambulances naar het Rijnstate-ziekenhuis gebracht.",['personenauto'],0
3328,"De parallelbaan van de A16 richting Breda is ter hoogte van de Van Brienenoordbrug zondag enige tijd afgesloten geweest na een ongeluk. Een traumahelikopter kwam ter plaatse om hulp te verlenen.
Het ongeluk gebeurde iets na 17:00 uur vlak voor de brug. Volgens Rijkswaterstaat was er zeker één motorrijder bij betrokken. Hoe het met die bestuurder gaat, is niet bekend. 

De parallelbaan in de A16 richting Breda werd rond 18.00 uur weer vrijgegeven.",['motorfiets'],0
3338,"DEN BOSCH - Een bestuurder heeft zondagmiddag een voorbijganger aangereden in de Visstraat in Den Bosch en is daarna doorgereden. Door de aanrijding raakte het slachtoffer ernstig gewond. Dat meldt de politie dinsdag op Instagram.
GESCHREVEN DOOR
Femke de Jong
Het ongeluk gebeurde zondagmiddag rond half drie. De Visstraat ligt in het centrum van Den Bosch en veel mensen waren getuigen. Er zijn ook foto's en filmpjes gemaakt. De politie is op zoek naar deze getuigen omdat de bestuurder nog niet gevonden is.",['onbekend'],0
3307,"Door: Roland de Jong
ARNEMUIDEN - Op de Muidenweg tussen Arnemuiden en Wolphaartsdijk is vanmiddag een fietser gewond geraakt bij een ongeluk.

Een automobilist zag rond 16.00 uur ter hoogte van Kanoa Outdoor & Events bij Haven De Piet een wielrenner over het hoofd die over het (brom)fietspad reed. Een botsing was het gevolg en de fietser liep letsel op.

Er werd een ambulanceteam gewaarschuwd maar na onderzoek bleek de fietser niet mee te hoeven naar het ziekenhuis. De man is vervolgens in een auto naar huis gebracht.","['fiets', 'personenauto']",0
3308,"Door: Roland de Jong
OUD-VOSSEMEER - Een wielrenner is zaterdagmorgen gewond geraakt toen hij ten val kwam in Oud-Vossemeer.

Het eenzijdige ongeluk gebeurde rond 11.50 uur bij de wegversmalling aan de Onder de Molen. De wielrenner moest door de ambulancedienst worden behandeld. Het is niet bekend of hij meemoest naar het ziekenhuis.

De weg was tijdens de hulpverlening enige tijd afgesloten.",['fiets'],0
3309,"Door: Roland de Jong
KERKWERVE - Bij een aanrijding op de N59 ter hoogte van Moriaanshoofd bij Kerkwerve zijn vanochtend twee auto's beschadigd geraakt.

De bestuurder van een bestelbus reed rond 08.55 uur achterop een Duitse personenauto. Er bleek niemand gewond te zijn geraakt maar er was wel veel blikschade. Bergingsbedrijf Ista uit Oosterland heeft de beide voertuigen getakeld.

Volgens Rijkswaterstaat was er geen hinder voor het overige verkeer op de N59.","[['personenauto', 'personenauto'], 'bestelwagen']",0
3310,"DUIVENDRECHT - Een man is met zijn splinternieuwe motor in botsing gekomen met een auto op de Holterbergweg in Duivendrecht. Hierbij is de motorrijder gewond geraakt.

De betaling was nog maar net rond en de motor stond pas net één uur op de naam van de motorrijder toen het voertuig total loss werd verklaard. 

Hoe het ongeluk tussen de motorrijder en de automobilist heeft kunnen gebeuren wordt nu uitgezocht door de politie. Hulpdiensten zijn ter plaatse. De man is met flinke verwondingen naar het AMC gebracht.","['motorfiets', 'personenauto']",0
3311,"Een fietser is vanmiddag op de Hengelosestraat in Enschede gewond geraakt nadat hij al bellend met hoge snelheid achterop een scootmobiel botste. De man op de fiets viel hard en is naar het ziekenhuis gebracht voor verder onderzoek.
Het ongeluk gebeurde ter hoogte van het Meubelplein. De man op de scootmobiel heeft ook een tik gehad, maar kon later gewoon doorrijden.","['fiets', 'scootmobiel']",0
3312,"Bij een aanrijding met een auto is een scooterrijder vanmiddag op de Hulsmaatstraat in Enschede gewond geraakt. De auto kwam vanuit een uitrit en zag de man over het hoofd. De scooterrijder kwam met zijn hoofd op de straat terecht en is overgebracht naar het ziekenhuis.
Beide voertuigen liepen flinke schade op. Het is nog niet duidelijk hoe het met de man gaat. De politie doet onderzoek.","['personenauto', 'snorfiets/scooter/brommer']",0
3313,"HALFWEG
Een automobilist is zaterdagavond op de N200 in Halfweg dwars door een hek geschoten.

Nadat hij door het hek reed is hij uiteindelijk door een pilaar tot stilstand gekomen. Niemand raakte gewond, maar de schade aan de auto is groot.

De rechter rijbaan van de N200 is afgesloten.

Een aantal maanden terug ging het op vrijwel hetzelfde punt ook mis. Toen reed een pick-up truck tegen een hek en kwam tot stilstand tegen een boom.","['personenauto', 'vrachtwagen']",0
3314,"Een 17-jarig meisje uit Nieuw-Lekkerland is in de nacht van zaterdag op zondag om het leven gekomen na een aanrijding. Dat bevestigt de politie. Ze reed rond 23:40 uur op de Lekdijk, toen ze werd aangereden door een voertuig.
Hoe het ongeluk heeft kunnen gebeuren, is nog niet duidelijk. Het meisje is nog gereanimeerd, maar hulp mocht niet meer baten. Ze overleed ter plekke aan haar verwondingen.

De bestuurder van het voertuig bleef ongedeerd. Deze persoon is meegenomen naar het bureau om zijn rol verder te onderzoeken. De Lekdijk is na het ongeluk nog lange tijd dicht geweest voor het verkeer.",['onbekend'],1
3299,"Een fietser is vanochtend naar het ziekenhuis gebracht, nadat hij bij een ongeluk in Hengelo gewond was geraakt. De fietser werd door een auto geschept.
Dat gebeurde op de kruising van de H. Hartstralaan en de Anna Reynvaanweg. Bij de botsing belandde de fietser op de voorruit van de auto. De automobilist kwam met de schrik vrij.

De oorzaak van het ongeluk is nog onbekend en wordt door de politie onderzocht.","['fiets', 'personenauto']",0
3303,"De mannelijke fietser, die in aanraking kwam met een auto, is met nekklachten naar een ziekenhuis overgebracht. De politie heeft verklaringen van getuigen genoteerd. De auto zou de fietser – bij het rechts afslaan – over het hoofd hebben gezien.

De weg was tijdens het incident afgesloten voor ander verkeer. De auto raakte niet beschadigd bij het ongeval.","['fiets', 'personenauto']",0
3304,"OPMEER
Een fietser is vrijdagochtend zwaargewond geraakt bij een botsing op de Pade in Opmeer. Een traumateam kwam per helikopter ter plaatse voor de behandeling van het slachtoffer.

De man kwam vanaf de Hogeweg en wilde de Pade oversteken, waar op dat moment een busje met aanhanger reed. Er volgde een botsing waarbij de fietser hard ten val kwam.

Het slachtoffer is met spoed naar het ziekenhuis gebracht.","['fiets', 'bestelwagen']",0
3305,"ASSENDELFT
Op de Beemsterstraat in Assendelft is vrijdagochtend een auto over de kop geslagen. De bestuurder kwam met de schrik vrij.

Bij het ongeluk waren geen andere auto’s betrokken. De auto kantelde toen de bestuurder ergens tegenaan reed en kwam op het dak terecht.

Politie en twee ambulances gingen op het ongeluk af. Ook werd er een traumaheli ingezet. Wonder boven wonder kon de bestuurder, na controle in de ambulance, gewoon verder.

De Beemsterstraat is nog enige tijd afgesloten voor verkeer. Een berger komt de auto ophalen.","[['personenauto', 'personenauto']]",0
3289,"Op de A20 bij knooppunt Terbregseplein is donderdagochtend een motorrijder door een voertuig. De motorrijder is daarbij gewond geraakt aan zijn been.
Na de botsing moesten meerdere auto's in de remmen, waardoor het leek alsof er een kettingbotsing was gebeurd. Drie rijstoken in de richting Gouda zijn dicht ter hoogte van de afslag Ommoord/Capelle. Ook vanaf de A16 kan je niet de A20 richting Gouda op.

Rijkswaterstaat probeert de weg zo snel mogelijk vrij te maken. De vertraging is rond 08:00 uur opgelopen tot meer dan een half uur.","['motorfiets', 'personenauto']",0
3290,"BERKHOUT - Een automobilist is iets na middernacht tegen een boom gereden langs de Venneweg in Berkhout. Het slachtoffer, de bestuurder, raakte hierbij bekneld.

Na de crash kwam de auto op z'n zijkant terecht in de berm. Brandweerlieden hebben hierna het dak van de auto geknipt, waarna het slachtoffer kon worden gered.

Hoe het met de bestuurder gaat, is niet duidelijk. Het slachtoffer is naar het ziekenhuis gebracht.",['personenauto'],0
3293,"Een fietsster en een scooterrijder zijn vanavond gebotst op de Stationsweg in Barneveld.

Redactie Amersfoort 18-04-19, 19:29 Laatste update: 19:30 
De vrouw op de fiets is gewond geraakt en moest mee naar het ziekenhuis. De bestuurder van de scooter kwam met de schrik vrij. Het ongeluk gebeurde rond 18.45 uur.","['fiets', 'snorfiets/scooter/brommer']",0
3294,"Zwolle – Donderdagavond moesten de hulpdiensten uitrukken voor een ongeval met letsel op de Werkerlaan in de Zwolse wijk Stadshagen.

Ter plaatse bleek bij het winkelcentrum een automobiliste een fietser over het hoofd te hebben gezien met een aanrijding tot gevolg. De fietser raakte bij de aanrijding niet gewond.

De auto liep aan de voorzijde lichte schade op.","['personenauto', 'fiets']",0
3295,"HAARLEM
Bij een botsing tussen twee scooters op de kruising van de Turfmarkt met de Gedempte Oude Gracht is donderdagavond een gewonde gevallen.

Door het ongeval was de Gedempte Oude Gracht en de Turfmarkt deels afgesloten voor het verkeer. Ook het busverkeer kwam hierdoor tijdelijk stil te liggen.

Het slachtoffer, een vrouw, is met een ambulance naar het ziekenhuis gebracht. De andere scooterrijder kon, na behandeling door ambulancepersoneel, zijn weg weer vervolgen.

Het mis toen een scooterrijder vanaf de Turfmarkt linksaf de Gedempte Oude Gracht wilde inrijden, maar op hetzelfde moment een scooterrijder vanaf tegengestelde richting de kruising rechtdoor overstak.","[['snorfiets/scooter/brommer', 'snorfiets/scooter/brommer'], 'bus']",0
3296,"HOOFDDORP
Een bakwagen en een bedrijfsbusje zijn donderdagochtend met elkaar in botsing gekomen op de Kruisweg in Hoofddorp. Na het ongeval zijn veel hulpdiensten ingezet.

Over de toedracht van de botsing is niets bekend. De brandweer en ambulancedienst hebben zich over de slachtoffers ontfermd en ook een traumateam is ingezet.

Er zijn twee personen gewond geraakt, waarvan één ernstig. Een trauma-arts is met de ambulance met dit slachtoffer, de bestuurder van de bakwagen, meegereden.

De Kruisweg is ter hoogte van de beurs afgesloten. De Verkeers Ongevallen Analyse van de politie heeft onderzoek gedaan naar de toedracht.","['vrachtwagen', 'bestelwagen']",0
3297,"ENKHUIZEN - Een man is aan het einde van de middag zwaargewond geraakt bij een ongeluk op de N307. Het slachtoffer stak de weg over en werd toen geschept door een auto.

Een traumateam kwam naar de plek om medische hulp te bieden. Het slachtoffer is uiteindelijk met spoed overgebracht naar het ziekenhuis.

De politie heeft de aanrijding in onderzoek.",['personenauto'],0
3300,"Een motorrijder is vanavond in Hengelo ernstig gewond geraakt bij een aanrijding met een auto. De gewonde is met spoed per ambulance naar het ziekenhuis gebracht.
Het ongeluk gebeurde op de Haaksbergerstraat, waar de motorrijder door de aanrijding onderuit ging. Een opgeroepen traumahelikopter bleek niet nodig, de trauma-arts is ter assistentie met de ziekenwagen meegegaan.

Hoe het ongeluk kon gebeuren, is niet bekend. De Verkeersongevallenanalyse onderzoekt het ongeval, tot die tijd blijft de weg afgesloten.","['motorfiets', 'personenauto']",0
3301,"Op de Erasmusbrug in Rotterdam zijn drie auto's donderdagavond rond 21:30 uur betrokken geraakt bij een verkeersongeval. Vier personen raakten gewond en moesten naar het ziekenhuis worden gebracht.
Wat er precies is gebeurd is onduidelijk, dat gaat de politie onderzoeken. Het ongeval op de rijbaan van Noord naar Zuid zorgde voor een flinke verkeersopstopping, ook verkeer dat richting centrum wilde werd tegengehouden. Even na 23:30 uur werd de brug weer vrijgegeven.

Bij de botsing was wat benzine vrijgekomen, de brandweer heeft het opgeruimd.","[['personenauto', 'personenauto', 'personenauto']]",0
3302,"Een motorrijder is vanavond gewond geraakt bij een ongeluk op de Mauritskade. Het slachtoffer is naar het ziekenhuis overgebracht.

Het ongeluk vond rond 19:15 uur plaats. Tot zover bekend zijn er geen andere verkeersdeelnemers bij het ongeluk betrokken en gaat het dus om een eenzijdig ongeluk.

Over de ernst van het letsel is nog niets bekend. Ook is nog niet duidelijk hoe het ongeluk precies heeft kunnen gebeuren.",['motorfiets'],0
3306,"Foto ter illustratie.
Foto ter illustratie. © Politie
Inbrekers knallen tegen politieauto in Zwolle tijdens achtervolging
Een Zwollenaar en een man uit Dedemsvaart zitten in de cel nadat ze tijdens hun vlucht voor de politie tegen een politieauto zijn gereden. De twee worden ook verdacht van inbraak. 

Gerald Meijer 19-04-19, 16:30 
2
Volgens een woordvoerder van de politie Oost-Nederland zijn de twee donderdag opgepakt en zitten ze nog steeds vast. Het duo zou tijdens hun vlucht zelfs door een speeltuin in Zwolle zijn gereden. Dat kan de woordvoerder niet bevestigen. 

De Zwollenaar (een dertiger) en de Dedemsvaarter (een veertiger) werden na een achtervolging op de Haring vliet in Zwolle in de boeien geslagen. Dat gebeurde nadat ze eerder in de buurtschap Herfte betrapt waren tijdens een",['hulpverleningsvoertuig'],0
3281,"AMSTERDAM - Een vrachtwagen is vanmorgen rond 7.00 uur op de Radarweg in Amsterdam Westpoort achterop een motorrijder gebotst.

Door de klap is de motor gedeeltelijk onder de truck terechtgekomen. Om die er onder vandaan te krijgen, moest de truck volgens een getuige met zwaar materieel worden opgetild. 

De motorrijder is nagekeken in de ambulance, maar hoefde niet mee naar het ziekenhuis, meldt AT5. De vrachtwagen is door de botsing aan de voorzijde beschadigd geraakt.","['vrachtwagen', 'motorfiets']",0
3282,"HEEMSKERK - Slecht nieuws voor verkeer op de A9 van Amstelveen naar Alkmaar: omdat er ter hoogte van Heemskerk een auto is gecrasht, is de weg daar gedeeltelijk dicht.

Volgens een getuige gaat het om een taxi die door nog onbekende reden in rechterberm terecht kwam, de vangrail aantikte, in de slip raakte en midden op de weg tot stilstand kwam. 


ANWBverkeer
✔
@ANWBverkeer
 Op #A9 van Amstelveen naar Alkmaar bij Heemskerk rijstrook dicht door gecrashte auto. Schade aan vangrail

2
6:10 AM - Apr 17, 2019
Twitter Ads info and privacy
See ANWBverkeer's other Tweets
De twee inzittenden zouden met de schrik zijn vrijgekomen. Omdat de taxi een elektrische exemplaar betreft en na het ongeluk een vreemd geluid maakte, werd ook de brandweer opgeroepen. 

Door de botsing tegen de vangrail lag ook de weghelft richting Amstelveen bezaaid met brokstukken. Nadat was opgeruimd, moest ook de beschadigde vangrail worden vervangen. Hoe laat dat werk is afgerond, is niet bekend. 

View image on Twitter
View image on Twitter

Rijkswaterstaat Verkeersinformatie
@RWSverkeersinfo
 Verkeer op de #A9 naar Alkmaar staat al enige tijd stil. Een auto is gecrasht. Omleiden is alleen lokaal mogelijk, maar gelukkig kan ingesloten verkeer er nu langs.

5
6:02 AM - Apr 17, 2019
See Rijkswaterstaat Verkeersinformatie's other Tweets
Twitter Ads info and privacy
Aanvankelijk meldde de ANWB dat de snelweg volledig werd afgesloten, maar volgens Rijkswaterstaat gaat het tussen Beverwijk-Oost en knooppunt Beverwijk inmiddels nog slechts om de linkerrijstrook. De verbindingsweg van de A22 naar de A9 is wel even helemaal dicht geweest.","['personenauto', 'taxi/uber']",0
3280,"Man in kritieke toestand nadat hij met auto in stadsgracht Zwolle belandt
Een man is vanmorgen door de Zwolse brandweer uit de stadsgracht gered, nadat hij met zijn voertuig het water in was gereden. De toestand van het slachtoffer zou kritiek zijn.

Harmke de Vries 17-04-19, 06:52 Laatste update: 06:54 
5
Iets over half vijf kreeg de politie de melding dat een auto vanaf de Burgemeester Roelenweg, bij de rotonde met de Schuttevaerkade, een bestuurder met zijn auto rechtdoor zijn gereden. De auto zou daarbij een ander voertuig hebben geraakt en zo in de stadsgracht zijn beland.

Toen de agenten ter plaatste kwamen dreef het voertuig, met de de bestuurder nog in de auto, nog net boven water. Twee agenten zouden direct het water in zijn gesprongen in een poging om het slachtoffer uit de auto te krijgen. Die reddingspoging mislukte, het voertuig ging kopje onder.

Omdat de auto inmiddels was gezonken, moest een duikteam van de brandweer er aan te pas komen om het voertuig met de bestuurder te lokaliseren. Het team vond het slachtoffer, en haalde hem op het droge. Daar werd hij overgedragen aan ambulancepersoneel. De ambulance vertrok met spoed naar het ziekenhuis. De toestand van het slachtoffer zou kritiek zijn, aldus een omstander. 

De traumahelikopter werd opgeroepen, maar bleek niet nodig te zijn.",['personenauto'],0
3286,"Bij een ongeluk op de A27 bij Almere is woensdagmiddag iemand gewond geraakt. De politie meldt dat het waarschijnlijk gaat om een eenzijdig ongeval met een motorrijder.

Twee ambulances en een traumahelikopter zijn op de plaats van het ongeluk geweest.

De verbindingsweg van de A27 naar de A6 richting Lelystad is een tijd lang afgesloten geweest vanwege onderzoek en opruimwerkzaamheden.",['motorfiets'],0
3287,"AVENHORN - In Avenhorn is een auto hard tegen een hoekwoning aangereden. Het ongeval gebeurde rond kwart voor negen aan de straat West.

Voordat de auto hardhandig de woning inreed, botste de wagen al met een scooter. De scooter eindigde meters verderop op de weg en de scooterrijder is met verwondingen naar het ziekenhuis gebracht.

Tekst gaat verder onder de video

 
De hoekwoning heeft flinke schade opgelopen. De muur heeft grote scheuren, een tuinhek is omver gereden en het raam ligt er bij de woning uit. De exacte schade kan pas worden bekeken als de auto is weggesleept. De straat West is afgezet.","['personenauto', 'snorfiets/scooter/brommer']",0
3288,"HAARLEM
Een wielrenner en een auto zijn woensdagochtend in botsing gekomen op de kruising Oudeweg - Conradweg in Haarlem. De wielrenner is daarbij op de voorruit van de auto terechtgekomen.

Na de eerste zorg op de plek van het ongeval, is de wielrenner met de ambulancedienst meegegaan voor verdere behandeling. De toedracht van de aanrijding is niet bekend.","['fiets', 'personenauto']",0
